date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,district_id
2022-07-30,Kingston upon Thames,E09000021,-27.0,-10.0,75.0,-24,-5.0,-1.0,296
2022-07-30,Barking and Dagenham,E09000002,-25.0,-3.0,62.0,-19,-19.0,-2.0,277
2022-07-30,Lewisham,E09000023,-7.0,-6.0,8.0,-29,-21.0,-1.0,298
2022-07-30,Hillingdon,E09000017,-15.0,-11.0,88.0,0,-13.0,-2.0,292
2022-07-30,Havering,E09000016,-22.0,-1.0,15.0,-19,-9.0,-1.0,291
2022-07-30,Westminster,E09000033,-33.0,-9.0,-14.0,-17,-18.0,-1.0,308
2022-07-30,Greenwich,E09000011,-18.0,1.0,-7.0,3,-15.0,-1.0,286
2022-07-30,Tower Hamlets,E09000030,-16.0,-6.0,6.0,-23,-10.0,-2.0,305
2022-07-30,Bexley,E09000004,-24.0,-3.0,51.0,-40,-15.0,-1.0,279
2022-07-30,Bromley,E09000006,-22.0,2.0,10.0,-35,-9.0,0.0,281
2022-07-30,Ealing,E09000009,-17.0,-6.0,116.0,-6,-14.0,-2.0,284
2022-07-30,Merton,E09000024,-29.0,-14.0,-7.0,-22,-15.0,-2.0,299
2022-07-30,Croydon,E09000008,-20.0,1.0,26.0,-25,-13.0,-2.0,283
2022-07-30,Redbridge,E09000026,-25.0,-13.0,-2.0,-22,-16.0,-2.0,301
2022-07-30,Enfield,E09000010,-26.0,-15.0,16.0,-34,-18.0,-1.0,285
2022-07-30,Harrow,E09000015,-20.0,6.0,85.0,-1,1.0,-2.0,290
2022-07-30,Hounslow,E09000018,-11.0,6.0,33.0,0,-7.0,-2.0,293
2022-07-30,Southwark,E09000028,-28.0,-12.0,7.0,-23,-3.0,-2.0,303
2022-07-30,Newham,E09000025,-29.0,-7.0,166.0,-17,-3.0,-3.0,300
2022-07-30,Hackney,E09000012,-29.0,-7.0,5.0,-30,-21.0,-2.0,287
2022-07-30,Haringey,E09000014,-12.0,-15.0,0.0,-9,-25.0,-2.0,289
2022-07-30,Sutton,E09000029,-28.0,-5.0,16.0,-36,-17.0,-1.0,304
2022-07-30,Hammersmith and Fulham,E09000013,-39.0,-15.0,8.0,-36,-23.0,-1.0,288
2022-07-30,Lambeth,E09000022,-30.0,-14.0,60.0,-14,-5.0,-2.0,297
2022-07-30,Richmond upon Thames,E09000027,-29.0,-4.0,1.0,-31,-14.0,-1.0,302
2022-07-30,Islington,E09000019,-20.0,-12.0,5.0,-46,-13.0,-2.0,294
2022-07-30,Wandsworth,E09000032,-36.0,-20.0,6.0,-24,-11.0,-2.0,307
2022-07-30,Waltham Forest,E09000031,-13.0,-8.0,-23.0,-23,-22.0,-1.0,306
2022-07-30,Barnet,E09000003,-23.0,-2.0,7.0,-18,-15.0,-1.0,278
2022-07-30,Brent,E09000005,-21.0,-7.0,59.0,-23,-13.0,-2.0,280
2022-07-30,Kensington and Chelsea,E09000020,-34.0,2.0,4.0,-31,-18.0,-1.0,295
2022-07-30,City of London,E09000001,-33.0,-50.0,-31.0,-16,,,276
2022-07-30,Camden,E09000007,-32.0,-11.0,3.0,-9,-5.0,-1.0,282
2022-07-29,Southwark,E09000028,-24.0,-5.0,11.0,-26,-40.0,6.0,303
2022-07-29,Islington,E09000019,-44.0,-22.0,17.0,-67,-55.0,9.0,294
2022-07-29,Hackney,E09000012,-24.0,1.0,19.0,-34,-45.0,6.0,287
2022-07-29,Enfield,E09000010,-19.0,-7.0,23.0,-39,-41.0,5.0,285
2022-07-29,Ealing,E09000009,-9.0,-4.0,64.0,-28,-40.0,5.0,284
2022-07-29,Bromley,E09000006,-12.0,7.0,38.0,-30,-51.0,9.0,281
2022-07-29,Hammersmith and Fulham,E09000013,-32.0,-12.0,8.0,-40,-50.0,8.0,288
2022-07-29,Merton,E09000024,-25.0,-6.0,0.0,-30,-45.0,7.0,299
2022-07-29,Lambeth,E09000022,-25.0,-7.0,116.0,-34,-45.0,8.0,297
2022-07-29,Bexley,E09000004,-17.0,-4.0,74.0,-34,-43.0,7.0,279
2022-07-29,Kensington and Chelsea,E09000020,-23.0,-3.0,-2.0,-32,-46.0,7.0,295
2022-07-29,Tower Hamlets,E09000030,-23.0,-4.0,17.0,-37,-48.0,8.0,305
2022-07-29,City of London,E09000001,-55.0,-59.0,-29.0,-36,-39.0,,276
2022-07-29,Newham,E09000025,-21.0,0.0,246.0,-23,-33.0,4.0,300
2022-07-29,Hounslow,E09000018,-6.0,3.0,66.0,-18,-36.0,5.0,293
2022-07-29,Lewisham,E09000023,-1.0,1.0,26.0,-25,-47.0,8.0,298
2022-07-29,Havering,E09000016,-11.0,5.0,28.0,-27,-42.0,6.0,291
2022-07-29,Kingston upon Thames,E09000021,-16.0,-10.0,,-30,-45.0,7.0,296
2022-07-29,Barnet,E09000003,-16.0,-2.0,38.0,-31,-43.0,7.0,278
2022-07-29,Waltham Forest,E09000031,-7.0,-7.0,4.0,-36,-46.0,6.0,306
2022-07-29,Wandsworth,E09000032,-27.0,-13.0,17.0,-23,-49.0,9.0,307
2022-07-29,Sutton,E09000029,-18.0,1.0,34.0,-44,-50.0,7.0,304
2022-07-29,Brent,E09000005,-14.0,3.0,64.0,-26,-37.0,5.0,280
2022-07-29,Camden,E09000007,-33.0,-4.0,31.0,-10,-46.0,8.0,282
2022-07-29,Richmond upon Thames,E09000027,-18.0,-1.0,41.0,-36,-59.0,8.0,302
2022-07-29,Hillingdon,E09000017,-12.0,-3.0,73.0,-9,-41.0,6.0,292
2022-07-29,Westminster,E09000033,-35.0,-7.0,7.0,-22,-46.0,7.0,308
2022-07-29,Greenwich,E09000011,-14.0,4.0,20.0,-12,-46.0,7.0,286
2022-07-29,Haringey,E09000014,1.0,-7.0,17.0,-17,-47.0,5.0,289
2022-07-29,Harrow,E09000015,-11.0,11.0,97.0,-21,-37.0,7.0,290
2022-07-29,Barking and Dagenham,E09000002,-18.0,4.0,72.0,-22,-39.0,4.0,277
2022-07-29,Croydon,E09000008,-15.0,5.0,22.0,-27,-40.0,7.0,283
2022-07-29,Redbridge,E09000026,-16.0,-6.0,26.0,-33,-49.0,6.0,301
2022-07-28,Lambeth,E09000022,-20.0,-10.0,115.0,-35,-40.0,7.0,297
2022-07-28,Hackney,E09000012,-19.0,2.0,19.0,-38,-40.0,5.0,287
2022-07-28,Barnet,E09000003,-13.0,0.0,48.0,-29,-42.0,7.0,278
2022-07-28,Southwark,E09000028,-19.0,-4.0,9.0,-32,-33.0,6.0,303
2022-07-28,Hammersmith and Fulham,E09000013,-26.0,-7.0,12.0,-38,-49.0,7.0,288
2022-07-28,Redbridge,E09000026,-14.0,-6.0,27.0,-36,-48.0,6.0,301
2022-07-28,Waltham Forest,E09000031,-1.0,-2.0,8.0,-34,-45.0,6.0,306
2022-07-28,Wandsworth,E09000032,-24.0,-13.0,17.0,-27,-45.0,8.0,307
2022-07-28,Haringey,E09000014,-20.0,-9.0,13.0,-30,-44.0,5.0,289
2022-07-28,Havering,E09000016,-7.0,10.0,29.0,-28,-39.0,7.0,291
2022-07-28,Kensington and Chelsea,E09000020,-18.0,-1.0,-7.0,-33,-44.0,7.0,295
2022-07-28,Bexley,E09000004,-16.0,1.0,54.0,-36,-42.0,7.0,279
2022-07-28,Camden,E09000007,-29.0,-5.0,20.0,-17,-43.0,7.0,282
2022-07-28,Tower Hamlets,E09000030,-16.0,-3.0,32.0,-38,-43.0,7.0,305
2022-07-28,Croydon,E09000008,-5.0,8.0,30.0,-30,-39.0,8.0,283
2022-07-28,Richmond upon Thames,E09000027,-14.0,4.0,44.0,-36,-56.0,8.0,302
2022-07-28,Lewisham,E09000023,2.0,5.0,34.0,-26,-44.0,7.0,298
2022-07-28,Barking and Dagenham,E09000002,-15.0,6.0,77.0,-23,-41.0,4.0,277
2022-07-28,Bromley,E09000006,-6.0,8.0,28.0,-35,-48.0,9.0,281
2022-07-28,Hillingdon,E09000017,-6.0,1.0,94.0,-9,-40.0,6.0,292
2022-07-28,City of London,E09000001,-40.0,-48.0,-20.0,-38,-30.0,,276
2022-07-28,Ealing,E09000009,-4.0,-2.0,106.0,-25,-38.0,5.0,284
2022-07-28,Harrow,E09000015,-2.0,9.0,90.0,-21,-32.0,7.0,290
2022-07-28,Merton,E09000024,-20.0,-10.0,-1.0,-30,-44.0,7.0,299
2022-07-28,Brent,E09000005,-9.0,3.0,70.0,-28,-36.0,4.0,280
2022-07-28,Westminster,E09000033,-26.0,-5.0,15.0,-24,-41.0,6.0,308
2022-07-28,Hounslow,E09000018,-4.0,8.0,60.0,-23,-34.0,6.0,293
2022-07-28,Kingston upon Thames,E09000021,-11.0,-5.0,,-28,-44.0,8.0,296
2022-07-28,Islington,E09000019,-38.0,-18.0,16.0,-68,-49.0,8.0,294
2022-07-28,Greenwich,E09000011,-8.0,11.0,22.0,-17,-46.0,7.0,286
2022-07-28,Sutton,E09000029,-12.0,5.0,43.0,-46,-51.0,9.0,304
2022-07-28,Newham,E09000025,-23.0,2.0,179.0,-32,-31.0,4.0,300
2022-07-28,Enfield,E09000010,-17.0,-6.0,30.0,-42,-42.0,5.0,285
2022-07-27,Camden,E09000007,-39.0,-17.0,2.0,-47,-45.0,10.0,282
2022-07-27,Enfield,E09000010,-19.0,-10.0,22.0,-47,-44.0,8.0,285
2022-07-27,Bexley,E09000004,-16.0,-1.0,42.0,-51,-49.0,11.0,279
2022-07-27,Newham,E09000025,-26.0,-2.0,167.0,-35,-32.0,6.0,300
2022-07-27,Brent,E09000005,-12.0,1.0,45.0,-32,-39.0,6.0,280
2022-07-27,Bromley,E09000006,-5.0,10.0,24.0,-54,-56.0,14.0,281
2022-07-27,Merton,E09000024,-22.0,-9.0,2.0,-35,-46.0,10.0,299
2022-07-27,Haringey,E09000014,-26.0,-10.0,-2.0,-43,-47.0,8.0,289
2022-07-27,Southwark,E09000028,-29.0,-10.0,-5.0,-49,-41.0,10.0,303
2022-07-27,Richmond upon Thames,E09000027,-18.0,-2.0,24.0,-59,-62.0,13.0,302
2022-07-27,Hackney,E09000012,-30.0,-3.0,4.0,-51,-43.0,9.0,287
2022-07-27,Tower Hamlets,E09000030,-25.0,-9.0,15.0,-42,-45.0,10.0,305
2022-07-27,Hounslow,E09000018,-9.0,3.0,60.0,-25,-34.0,7.0,293
2022-07-27,Lewisham,E09000023,7.0,8.0,28.0,-38,-49.0,12.0,298
2022-07-27,Westminster,E09000033,-37.0,-15.0,-9.0,-47,-44.0,9.0,308
2022-07-27,Redbridge,E09000026,-16.0,-4.0,23.0,-31,-51.0,8.0,301
2022-07-27,Harrow,E09000015,-3.0,11.0,77.0,-20,-33.0,8.0,290
2022-07-27,Greenwich,E09000011,-10.0,7.0,8.0,-20,-48.0,10.0,286
2022-07-27,Croydon,E09000008,-5.0,3.0,20.0,-47,-43.0,10.0,283
2022-07-27,Havering,E09000016,-6.0,4.0,23.0,-36,-44.0,9.0,291
2022-07-27,Hillingdon,E09000017,-5.0,-5.0,83.0,-9,-41.0,7.0,292
2022-07-27,Barking and Dagenham,E09000002,-15.0,3.0,46.0,-30,-43.0,5.0,277
2022-07-27,Waltham Forest,E09000031,-3.0,-2.0,1.0,-39,-46.0,8.0,306
2022-07-27,City of London,E09000001,-63.0,-60.0,-38.0,-64,-35.0,,276
2022-07-27,Islington,E09000019,-47.0,-21.0,1.0,-72,-53.0,12.0,294
2022-07-27,Kensington and Chelsea,E09000020,-23.0,-3.0,-10.0,-37,-45.0,10.0,295
2022-07-27,Ealing,E09000009,-4.0,-5.0,38.0,-31,-42.0,7.0,284
2022-07-27,Hammersmith and Fulham,E09000013,-28.0,-12.0,0.0,-42,-51.0,10.0,288
2022-07-27,Lambeth,E09000022,-27.0,-9.0,87.0,-59,-43.0,11.0,297
2022-07-27,Barnet,E09000003,-12.0,-4.0,22.0,-30,-43.0,10.0,278
2022-07-27,Wandsworth,E09000032,-23.0,-14.0,11.0,-45,-50.0,13.0,307
2022-07-27,Sutton,E09000029,-12.0,7.0,53.0,-57,-52.0,11.0,304
2022-07-27,Kingston upon Thames,E09000021,-12.0,-7.0,,-46,-49.0,11.0,296
2022-07-26,Kingston upon Thames,E09000021,-14.0,-9.0,,-29,-43.0,8.0,296
2022-07-26,Lambeth,E09000022,-23.0,-10.0,112.0,-32,-38.0,8.0,297
2022-07-26,Westminster,E09000033,-26.0,-5.0,9.0,-20,-40.0,7.0,308
2022-07-26,Haringey,E09000014,-24.0,-12.0,8.0,-31,-47.0,6.0,289
2022-07-26,Lewisham,E09000023,-3.0,2.0,28.0,-26,-43.0,8.0,298
2022-07-26,Hounslow,E09000018,-7.0,4.0,48.0,-21,-34.0,6.0,293
2022-07-26,Redbridge,E09000026,-14.0,1.0,20.0,-34,-48.0,6.0,301
2022-07-26,Tower Hamlets,E09000030,-13.0,-2.0,31.0,-39,-44.0,7.0,305
2022-07-26,Islington,E09000019,-39.0,-18.0,2.0,-67,-50.0,9.0,294
2022-07-26,Hillingdon,E09000017,-5.0,-3.0,76.0,-8,-38.0,6.0,292
2022-07-26,Hammersmith and Fulham,E09000013,-25.0,-9.0,2.0,-39,-48.0,8.0,288
2022-07-26,Croydon,E09000008,-9.0,7.0,13.0,-28,-38.0,8.0,283
2022-07-26,Barnet,E09000003,-11.0,-3.0,40.0,-27,-41.0,8.0,278
2022-07-26,Havering,E09000016,-9.0,5.0,14.0,-26,-38.0,7.0,291
2022-07-26,Greenwich,E09000011,-10.0,2.0,13.0,-16,-45.0,8.0,286
2022-07-26,Barking and Dagenham,E09000002,-16.0,-5.0,65.0,-22,-42.0,5.0,277
2022-07-26,Harrow,E09000015,-2.0,8.0,87.0,-17,-29.0,7.0,290
2022-07-26,Brent,E09000005,-12.0,-1.0,62.0,-26,-36.0,5.0,280
2022-07-26,Wandsworth,E09000032,-24.0,-17.0,12.0,-24,-43.0,9.0,307
2022-07-26,Southwark,E09000028,-22.0,-8.0,6.0,-27,-37.0,7.0,303
2022-07-26,Merton,E09000024,-22.0,-10.0,-2.0,-30,-42.0,8.0,299
2022-07-26,Ealing,E09000009,-6.0,-5.0,69.0,-29,-38.0,6.0,284
2022-07-26,Bexley,E09000004,-20.0,-2.0,56.0,-38,-41.0,8.0,279
2022-07-26,City of London,E09000001,-40.0,-47.0,-28.0,-31,-27.0,,276
2022-07-26,Sutton,E09000029,-15.0,2.0,37.0,-42,-48.0,8.0,304
2022-07-26,Enfield,E09000010,-19.0,-11.0,24.0,-41,-41.0,6.0,285
2022-07-26,Kensington and Chelsea,E09000020,-17.0,-2.0,-13.0,-36,-43.0,7.0,295
2022-07-26,Richmond upon Thames,E09000027,-23.0,1.0,25.0,-35,-57.0,9.0,302
2022-07-26,Hackney,E09000012,-24.0,-5.0,10.0,-39,-40.0,7.0,287
2022-07-26,Camden,E09000007,-28.0,-6.0,7.0,-15,-43.0,7.0,282
2022-07-26,Newham,E09000025,-18.0,2.0,176.0,-26,-32.0,5.0,300
2022-07-26,Waltham Forest,E09000031,-9.0,-6.0,-1.0,-36,-45.0,7.0,306
2022-07-26,Bromley,E09000006,-9.0,8.0,21.0,-31,-45.0,9.0,281
2022-07-25,Greenwich,E09000011,-9.0,6.0,15.0,-18,-46.0,9.0,286
2022-07-25,Havering,E09000016,-8.0,7.0,22.0,-30,-39.0,7.0,291
2022-07-25,Camden,E09000007,-30.0,-13.0,31.0,-15,-49.0,10.0,282
2022-07-25,Brent,E09000005,-11.0,3.0,72.0,-30,-38.0,6.0,280
2022-07-25,Westminster,E09000033,-29.0,-3.0,7.0,-24,-46.0,9.0,308
2022-07-25,Wandsworth,E09000032,-27.0,-15.0,15.0,-32,-49.0,11.0,307
2022-07-25,Waltham Forest,E09000031,-7.0,-3.0,3.0,-37,-47.0,8.0,306
2022-07-25,Richmond upon Thames,E09000027,-21.0,0.0,29.0,-41,-59.0,10.0,302
2022-07-25,Kingston upon Thames,E09000021,-12.0,-6.0,,-34,-46.0,10.0,296
2022-07-25,Sutton,E09000029,-15.0,6.0,54.0,-47,-50.0,10.0,304
2022-07-25,Hillingdon,E09000017,-9.0,-1.0,76.0,-14,-39.0,7.0,292
2022-07-25,Lewisham,E09000023,-3.0,-2.0,22.0,-32,-48.0,10.0,298
2022-07-25,Barnet,E09000003,-15.0,1.0,30.0,-33,-43.0,9.0,278
2022-07-25,Enfield,E09000010,-18.0,-10.0,33.0,-44,-42.0,7.0,285
2022-07-25,Ealing,E09000009,-14.0,2.0,46.0,-28,-40.0,7.0,284
2022-07-25,Tower Hamlets,E09000030,-18.0,-7.0,31.0,-38,-48.0,10.0,305
2022-07-25,Newham,E09000025,-13.0,3.0,189.0,-24,-34.0,6.0,300
2022-07-25,Barking and Dagenham,E09000002,-15.0,1.0,69.0,-26,-42.0,5.0,277
2022-07-25,Bexley,E09000004,-20.0,-3.0,57.0,-37,-43.0,8.0,279
2022-07-25,Bromley,E09000006,-9.0,9.0,24.0,-37,-50.0,11.0,281
2022-07-25,Merton,E09000024,-23.0,-6.0,2.0,-33,-44.0,9.0,299
2022-07-25,Kensington and Chelsea,E09000020,-21.0,-1.0,-18.0,-35,-45.0,9.0,295
2022-07-25,Southwark,E09000028,-25.0,-6.0,9.0,-35,-40.0,9.0,303
2022-07-25,City of London,E09000001,-49.0,-54.0,-31.0,-40,-37.0,,276
2022-07-25,Hackney,E09000012,-29.0,-7.0,15.0,-44,-44.0,9.0,287
2022-07-25,Croydon,E09000008,-10.0,2.0,19.0,-29,-38.0,8.0,283
2022-07-25,Hounslow,E09000018,-6.0,9.0,39.0,-23,-36.0,6.0,293
2022-07-25,Haringey,E09000014,-23.0,-14.0,10.0,-35,-47.0,7.0,289
2022-07-25,Lambeth,E09000022,-28.0,-11.0,113.0,-38,-45.0,10.0,297
2022-07-25,Redbridge,E09000026,-16.0,-2.0,19.0,-36,-48.0,8.0,301
2022-07-25,Harrow,E09000015,-1.0,11.0,90.0,-22,-33.0,8.0,290
2022-07-25,Hammersmith and Fulham,E09000013,-29.0,-11.0,10.0,-39,-52.0,10.0,288
2022-07-25,Islington,E09000019,-42.0,-19.0,7.0,-67,-54.0,11.0,294
2022-07-24,Haringey,E09000014,-33.0,-21.0,10.0,-26,-28.0,-2.0,289
2022-07-24,Ealing,E09000009,-22.0,0.0,49.0,-14,-12.0,-2.0,284
2022-07-24,Waltham Forest,E09000031,-16.0,-11.0,16.0,-23,-18.0,-2.0,306
2022-07-24,Islington,E09000019,-42.0,-20.0,31.0,-59,-14.0,-2.0,294
2022-07-24,Wandsworth,E09000032,-33.0,-22.0,22.0,-13,-5.0,-2.0,307
2022-07-24,Sutton,E09000029,-27.0,-8.0,27.0,-29,-12.0,-1.0,304
2022-07-24,Merton,E09000024,-30.0,-18.0,2.0,-21,-13.0,-2.0,299
2022-07-24,Kensington and Chelsea,E09000020,-32.0,-3.0,49.0,-21,-20.0,-1.0,295
2022-07-24,Barnet,E09000003,-25.0,-9.0,28.0,-19,-7.0,-1.0,278
2022-07-24,Greenwich,E09000011,-19.0,-3.0,6.0,-10,-11.0,-1.0,286
2022-07-24,City of London,E09000001,-30.0,-54.0,-28.0,-16,,,276
2022-07-24,Hounslow,E09000018,-15.0,2.0,31.0,-6,-7.0,-1.0,293
2022-07-24,Havering,E09000016,-23.0,-1.0,14.0,-9,-5.0,-1.0,291
2022-07-24,Barking and Dagenham,E09000002,-20.0,-10.0,101.0,-9,-20.0,-2.0,277
2022-07-24,Croydon,E09000008,-23.0,-5.0,12.0,-20,-7.0,-2.0,283
2022-07-24,Harrow,E09000015,-19.0,-5.0,88.0,5,9.0,-2.0,290
2022-07-24,Redbridge,E09000026,-25.0,-12.0,15.0,-7,-15.0,-2.0,301
2022-07-24,Lewisham,E09000023,-12.0,-11.0,31.0,-14,-15.0,-1.0,298
2022-07-24,Enfield,E09000010,-30.0,-15.0,15.0,-35,-13.0,-1.0,285
2022-07-24,Tower Hamlets,E09000030,-14.0,-20.0,17.0,-18,-6.0,-3.0,305
2022-07-24,Hackney,E09000012,-33.0,-13.0,19.0,-23,-13.0,-3.0,287
2022-07-24,Westminster,E09000033,-28.0,-5.0,-15.0,-6,-16.0,-2.0,308
2022-07-24,Brent,E09000005,-19.0,-4.0,63.0,-15,-11.0,-2.0,280
2022-07-24,Bromley,E09000006,-22.0,0.0,13.0,-16,-2.0,-1.0,281
2022-07-24,Bexley,E09000004,-28.0,-10.0,41.0,-20,-14.0,0.0,279
2022-07-24,Hillingdon,E09000017,-14.0,-12.0,77.0,-8,-6.0,-1.0,292
2022-07-24,Newham,E09000025,-22.0,-10.0,136.0,-8,-2.0,-3.0,300
2022-07-24,Southwark,E09000028,-26.0,-6.0,12.0,-21,-2.0,-2.0,303
2022-07-24,Lambeth,E09000022,-33.0,-14.0,94.0,-10,-7.0,-2.0,297
2022-07-24,Richmond upon Thames,E09000027,-27.0,-8.0,24.0,-19,-20.0,-2.0,302
2022-07-24,Camden,E09000007,-27.0,-9.0,28.0,13,-13.0,-2.0,282
2022-07-24,Kingston upon Thames,E09000021,-23.0,-17.0,109.0,-12,-5.0,-1.0,296
2022-07-24,Hammersmith and Fulham,E09000013,-38.0,-20.0,24.0,-33,-20.0,-3.0,288
2022-07-23,City of London,E09000001,-28.0,-53.0,-25.0,-12,,,276
2022-07-23,Richmond upon Thames,E09000027,-27.0,-3.0,20.0,-16,-16.0,-1.0,302
2022-07-23,Bromley,E09000006,-21.0,8.0,20.0,-18,-1.0,-1.0,281
2022-07-23,Westminster,E09000033,-32.0,-3.0,-14.0,-9,-16.0,-1.0,308
2022-07-23,Greenwich,E09000011,-10.0,0.0,-5.0,-1,-13.0,-1.0,286
2022-07-23,Merton,E09000024,-28.0,-9.0,-3.0,-22,-10.0,-1.0,299
2022-07-23,Southwark,E09000028,-29.0,-10.0,4.0,-15,-2.0,-3.0,303
2022-07-23,Ealing,E09000009,-24.0,0.0,66.0,-16,-13.0,-2.0,284
2022-07-23,Newham,E09000025,-26.0,-4.0,161.0,-17,-3.0,-3.0,300
2022-07-23,Havering,E09000016,-22.0,3.0,7.0,-17,-4.0,-1.0,291
2022-07-23,Islington,E09000019,-43.0,-13.0,22.0,-51,-11.0,-2.0,294
2022-07-23,Enfield,E09000010,-24.0,-10.0,31.0,-36,-15.0,-1.0,285
2022-07-23,Hackney,E09000012,-30.0,-6.0,28.0,-26,-16.0,-2.0,287
2022-07-23,Lewisham,E09000023,-13.0,-5.0,12.0,-16,-18.0,-1.0,298
2022-07-23,Waltham Forest,E09000031,-15.0,-6.0,-20.0,-24,-18.0,-2.0,306
2022-07-23,Hillingdon,E09000017,-15.0,-9.0,77.0,-3,-10.0,-2.0,292
2022-07-23,Barnet,E09000003,-22.0,1.0,21.0,-21,-13.0,-1.0,278
2022-07-23,Harrow,E09000015,-17.0,8.0,125.0,0,5.0,-2.0,290
2022-07-23,Bexley,E09000004,-25.0,-2.0,50.0,-26,-12.0,-1.0,279
2022-07-23,Hounslow,E09000018,-16.0,10.0,30.0,-7,-3.0,-2.0,293
2022-07-23,Tower Hamlets,E09000030,-10.0,-7.0,15.0,-20,-7.0,-2.0,305
2022-07-23,Brent,E09000005,-19.0,-5.0,67.0,-18,-11.0,-2.0,280
2022-07-23,Barking and Dagenham,E09000002,-19.0,1.0,93.0,-15,-18.0,-2.0,277
2022-07-23,Kingston upon Thames,E09000021,-25.0,-6.0,96.0,-19,-2.0,-1.0,296
2022-07-23,Haringey,E09000014,-26.0,-15.0,21.0,-23,-25.0,-2.0,289
2022-07-23,Hammersmith and Fulham,E09000013,-39.0,-9.0,21.0,-36,-21.0,-2.0,288
2022-07-23,Sutton,E09000029,-24.0,-2.0,31.0,-32,-14.0,-1.0,304
2022-07-23,Wandsworth,E09000032,-32.0,-18.0,37.0,-13,-9.0,-2.0,307
2022-07-23,Camden,E09000007,-32.0,-8.0,10.0,4,-4.0,-1.0,282
2022-07-23,Kensington and Chelsea,E09000020,-32.0,4.0,5.0,-33,-18.0,0.0,295
2022-07-23,Croydon,E09000008,-23.0,1.0,33.0,-20,-10.0,-1.0,283
2022-07-23,Lambeth,E09000022,-28.0,-12.0,77.0,-12,-1.0,-2.0,297
2022-07-23,Redbridge,E09000026,-25.0,-8.0,6.0,-22,-15.0,-1.0,301
2022-07-22,Kensington and Chelsea,E09000020,-30.0,-3.0,-13.0,-37,-46.0,8.0,295
2022-07-22,Hackney,E09000012,-29.0,0.0,6.0,-36,-41.0,8.0,287
2022-07-22,Hillingdon,E09000017,-11.0,-1.0,52.0,-10,-36.0,6.0,292
2022-07-22,Waltham Forest,E09000031,-6.0,-3.0,-4.0,-35,-42.0,7.0,306
2022-07-22,Lambeth,E09000022,-26.0,-7.0,87.0,-34,-41.0,8.0,297
2022-07-22,Wandsworth,E09000032,-27.0,-11.0,23.0,-24,-46.0,10.0,307
2022-07-22,Newham,E09000025,-20.0,0.0,163.0,-25,-31.0,5.0,300
2022-07-22,City of London,E09000001,-60.0,-59.0,-41.0,-38,-41.0,,276
2022-07-22,Enfield,E09000010,-16.0,-5.0,12.0,-39,-36.0,5.0,285
2022-07-22,Islington,E09000019,-45.0,-20.0,7.0,-67,-52.0,10.0,294
2022-07-22,Haringey,E09000014,-18.0,-10.0,22.0,-29,-45.0,6.0,289
2022-07-22,Ealing,E09000009,-15.0,3.0,42.0,-31,-37.0,6.0,284
2022-07-22,Southwark,E09000028,-29.0,-6.0,-4.0,-28,-37.0,8.0,303
2022-07-22,Hammersmith and Fulham,E09000013,-35.0,-9.0,6.0,-42,-49.0,9.0,288
2022-07-22,Camden,E09000007,-36.0,-6.0,11.0,-14,-44.0,8.0,282
2022-07-22,Merton,E09000024,-24.0,-2.0,-4.0,-32,-40.0,8.0,299
2022-07-22,Bromley,E09000006,-10.0,13.0,27.0,-31,-45.0,9.0,281
2022-07-22,Tower Hamlets,E09000030,-24.0,-3.0,2.0,-38,-46.0,9.0,305
2022-07-22,Bexley,E09000004,-18.0,1.0,54.0,-36,-38.0,7.0,279
2022-07-22,Barking and Dagenham,E09000002,-17.0,6.0,52.0,-23,-35.0,4.0,277
2022-07-22,Richmond upon Thames,E09000027,-25.0,1.0,25.0,-38,-55.0,8.0,302
2022-07-22,Havering,E09000016,-11.0,7.0,16.0,-26,-37.0,7.0,291
2022-07-22,Lewisham,E09000023,-4.0,3.0,21.0,-28,-44.0,9.0,298
2022-07-22,Croydon,E09000008,-15.0,10.0,9.0,-29,-34.0,7.0,283
2022-07-22,Redbridge,E09000026,-16.0,-2.0,20.0,-33,-44.0,7.0,301
2022-07-22,Kingston upon Thames,E09000021,-16.0,-5.0,,-31,-41.0,9.0,296
2022-07-22,Sutton,E09000029,-16.0,-1.0,35.0,-42,-45.0,8.0,304
2022-07-22,Brent,E09000005,-16.0,4.0,50.0,-25,-34.0,5.0,280
2022-07-22,Westminster,E09000033,-39.0,-11.0,-12.0,-23,-44.0,8.0,308
2022-07-22,Barnet,E09000003,-16.0,2.0,39.0,-32,-37.0,8.0,278
2022-07-22,Greenwich,E09000011,-13.0,6.0,8.0,-16,-42.0,7.0,286
2022-07-22,Harrow,E09000015,-11.0,13.0,80.0,-21,-32.0,7.0,290
2022-07-22,Hounslow,E09000018,-9.0,5.0,47.0,-19,-32.0,5.0,293
2022-07-21,Merton,E09000024,-20.0,-6.0,-7.0,-31,-37.0,7.0,299
2022-07-21,Westminster,E09000033,-30.0,-4.0,5.0,-23,-38.0,6.0,308
2022-07-21,Camden,E09000007,-31.0,-4.0,13.0,-15,-40.0,6.0,282
2022-07-21,Islington,E09000019,-40.0,-13.0,15.0,-67,-45.0,8.0,294
